年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道.1,段.1,側,附近,道路,公里,公尺處.1,向,車道,平交道,公里.1,公尺處.2,附近.1,死,受傷,X2.30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,日期,道路1,道路2,概略位置,lon,lat,車種,當事者區分.類別.,年齡,受傷程度,車輛牌照號碼,車輛用途,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職.業,旅次目的,國籍
10211,10211Y00020031,YZA1,10211YZ000042,2013,11,23,13,17,金門縣,金寧鄉,,NA,伯玉路,一,,NA,,,,,,榜林圓環,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,40,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未依規定讓車,Y000,YZ00,1,2,2013/11/23,伯玉路一段,,金門縣金寧鄉榜林圓環,118.3267756,24.4346914,普通重型 機車∕自用 小客車∕乘客 人,機車普通重型∕小客車自用∕乘客,19∕36∕19,受傷∕未受傷∕受傷,GM****6代號2005∕WY****7代號2006∕GM****6代號2005,其他∕其他∕其他,無照（已達考照年齡）∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,機車前車頭∕汽車右側車身∕非汽（機）車,未依規定讓車∕尚未發現肇事因素∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,大學（研究）生∕其他∕大學（研究）生,其他∕其他∕其他,本國∕本國∕非本國
10211,10211Y00020032,YZA1,10211YZ000043,2013,11,23,15,35,金門縣,金寧鄉,榜林村,NA,伯玉路,一,,NA,,,,,,榜林圓環內,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未依規定讓車,Y000,YZ00,1,2,2013/11/23,伯玉路一段,,金門縣金寧鄉榜林村榜林圓環內,118.3267756,24.4346914,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,31∕39∕,未受傷∕受傷∕,43****9代號2007∕78****T代號2008∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕機車右側車身∕,未依規定讓車∕尚未發現肇事因素∕,未依規定讓車∕未依規定讓車∕,不明∕技術員及助理人員∕,其他∕觀光旅遊∕,本國∕本國∕
10211,10211Y00020033,YZA1,10211YZ000044,2013,11,25,7,40,金門縣,金城鎮,西門里,NA,珠浦西路,,,NA,,,,,,宏德宮旁路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,30,四岔路,交岔路口內,柏油,乾燥,有坑洞,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YZ00,1,2,2013/11/25,珠浦西路,,金門縣金城鎮西門里宏德宮旁路口,118.3147803,24.4384226,普通輕型 機車∕普通重型 機車∕,機車普通輕型∕機車普通重型∕,58∕26∕,受傷∕受傷∕,WZ****1代號2009∕80****E代號2010∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕機車左側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,技術員及助理人員∕服務工作者∕,上、下班∕上、下班∕,本國∕本國∕
10211,10211Y00020036,YZA1,10211YZ000048,2013,11,27,11,40,金門縣,金寧鄉,,NA,盤果路,,,NA,,,,,,盤果路伯玉路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,縣道,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,違規超車,Y000,YZ00,1,2,2013/11/27,盤果路,,金門縣金寧鄉盤果路伯玉路口,118.3423814,24.4390088,小型車 軍車∕普通重型 機車∕,軍車小型車∕機車普通重型∕,22∕40∕,未受傷∕受傷∕,軍D*****0代號2011∕61****A代號301∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經觀察未飲酒∕經觀察未飲酒∕,汽車右側車身∕機車左側車身∕,違規超車∕左轉彎未依規定∕,違規超車∕違規超車∕,其他∕家庭主婦（夫）∕,不明∕其他∕,本國∕本國∕
10211,10211Y00020039,YZA1,10211YZ000051,2013,11,27,21,40,金門縣,金城鎮,西門里,NA,民生路,,,NA,,,民權路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,1,2,2013/11/27,民生路,民權路,,118.318387,24.437086,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,50∕46∕,未受傷∕受傷∕,WY****2代號2012∕66****W代號2013∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕機車前車頭∕,未依規定讓車∕未注意車前狀態∕,未依規定讓車∕未依規定讓車∕,技術員及助理人員∕技術員及助理人員∕,上、下班∕社交活動∕,本國∕本國∕
10211,10211Y00020043,YZA1,10211YZ000057,2013,11,29,12,8,金門縣,金寧鄉,,NA,環島西路,二,,NA,,,,,,0813號路燈桿附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,側撞,違規超車,Y000,YZ00,1,2,2013/11/29,環島西路二段,,金門縣金寧鄉0813號路燈桿附近,118.3148723,24.4566699,普通重型 機車∕普通輕型 機車∕,機車普通重型∕機車普通輕型∕,20∕27∕,未受傷∕受傷∕,15****F代號2014∕37****B代號2015∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕機車左側車身∕,違規超車∕左轉彎未依規定∕,違規超車∕違規超車∕,大學（研究）生∕服務工作者∕,上、下學∕社交活動∕,本國∕本國∕
10211,10211Y00020044,YZA1,10211YZ000058,2013,11,29,15,35,金門縣,金寧鄉,,NA,環島北路,一,,NA,,,,,,0014號路燈桿附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YZ00,1,2,2013/11/29,環島北路一段,,金門縣金寧鄉0014號路燈桿附近,118.3283226,24.4462231,普通重型 機車∕ ∕,機車普通重型,21∕0∕,受傷,29****D代號2016,其他,有適當之駕照,經檢測無酒精反應,機車右側車身,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,大學（研究）生,上、下學,本國∕本國∕
10211,10211Y00030004,YZA1,10211YZ000059,2013,11,29,6,15,金門縣,金城鎮,,NA,光前路,,,NA,,,,,,金門高中籃球場前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,50,其他,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,其他,倒車未依規定,Y000,YZ00,1,3,2013/11/29,光前路,,金門縣金城鎮金門高中籃球場前,118.3142468,24.4339885,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,27∕58∕,未受傷∕未受傷∕,18****V代號2017∕72****V代號2018∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左後車尾（身）∕機車前車頭∕,倒車未依規定∕未注意車前狀態∕,倒車未依規定∕倒車未依規定∕,不明∕不明∕,不明∕不明∕,本國∕本國∕
10211,10211Y00030003,YZ00,10211YZ000062,2013,11,30,8,50,金門縣,金寧鄉,榜林村,NA,環島南路,一,,NA,,,,,,后湖路口0734燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YZ00,1,3,2013/11/30,環島南路一段,,金門縣金寧鄉榜林村后湖路口0734燈桿,118.3345375,24.4189091,自用 小貨車(含客、貨兩用)∕計程車 小客車∕,小貨車自用∕小客車計程車∕,63∕48∕,未受傷∕未受傷∕,WY****3代號2019∕12***5代號2020∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕汽車左後車尾（身）∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,技術工∕汽車、火車駕駛員及船員∕,其他∕其他∕,本國∕本國∕
10212,10212Y00030010,YG01,10212YG010075,2013,12,21,23,40,金門縣,金寧鄉,,NA,環島西路,二,,NA,,,,,,大學路口附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,倒車撞,倒車未依規定,Y000,YG01,1,3,2013/12/21,環島西路二段,,金門縣金寧鄉大學路口附近,118.3148723,24.4566699,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,23∕20∕,未受傷∕未受傷∕,ZB****3代號2021∕57****T代號2022∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,無法檢測∕經觀察未飲酒∕,汽車後車尾∕汽車前車頭∕,倒車未依規定∕尚未發現肇事因素∕,倒車未依規定∕倒車未依規定∕,不明∕不明∕,其他∕其他∕,本國∕本國∕
10212,10212Y00020003,YYA1,10212YY000003,2013,12,1,19,33,金門縣,金湖鎮,,NA,士校路,,,NA,,,,,,下莊路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,彎曲路及附近,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,彎道,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未依規定減速,Y000,YY00,1,2,2013/12/1,士校路,,金門縣金湖鎮下莊路段,118.4271704,24.4453138,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,18∕0∕21,受傷受傷,85****E代號54185****E代號541,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應非駕駛人，未檢測,機車左側車身非汽（機）車,未依規定減速∕尚未發現肇事因素∕尚未發現肇事因素,未依規定減速∕未依規定減速∕未依規定減速,其他其他,其他其他,本國∕本國∕本國
10212,10212Y00020004,YYA1,10212YY000005,2013,12,2,16,37,金門縣,金湖鎮,,NA,環島南路,三,,NA,,,瓊義路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,60,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,1,2,2013/12/2,環島南路三段,瓊義路,,118.3762326,24.4440968,公營公車 大客車∕普通重型 機車∕乘客 人,公營公車∕機車普通重型∕乘客,34∕17∕18,未受傷∕受傷∕受傷,31***H代號2023∕87****A代號2024∕87****A代號2024,其他∕其他∕其他,有適當之駕照∕無照（未達考照年齡）∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,汽車左前車頭（身）∕機車前車頭∕非汽（機）車,未依規定讓車∕未注意車前狀態∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,汽車、火車駕駛員及船員∕高中生∕高中生,運輸∕上、下學∕上、下學,本國∕本國∕本國
10212,10212Y00020007,YYA1,10212YY000008,2013,12,5,11,52,金門縣,金湖鎮,,NA,士校路,,,NA,,,,,,太湖二橋路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,NA,NA,2013/12/5,士校路,,金門縣金湖鎮太湖二橋路口,118.4271704,24.4453138,自用 小客車∕自用 小貨車(含客、貨兩用)∕乘客 人,小客車自用∕小貨車自用∕乘客,59∕40∕47,未受傷∕未受傷∕受傷,86****J代號2025∕54****A代號2026∕54****A代號2026,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,汽車前車頭∕汽車右後車尾（身）∕非汽（機）車,未依規定讓車∕未依規定減速∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,無業者∕其他∕其他,其他∕其他∕其他,本國∕本國∕本國
10212,10212Y00030002,YYA1,10212YY000009,2013,12,6,7,55,金門縣,金湖鎮,,NA,三多路,,,NA,,,南機路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,道路工事（程）中,良好,閃光號誌,無動作,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YY00,1,3,2013/12/6,三多路,南機路,,118.4406486,24.4439697,自用 小貨車(含客、貨兩用)∕自用 小客車∕,小貨車自用∕小客車自用∕,66∕24∕,未受傷∕未受傷∕,WY****2代號2027∕06****2代號2028∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕汽車左側車身∕,未依規定讓車∕未注意車前狀態∕,未依規定讓車∕未依規定讓車∕,技術工∕事務工作者∕,上、下班∕上、下班∕,本國∕本國∕
10212,10212Y00030001,YYA1,10212YY000011,2013,12,6,6,18,金門縣,金湖鎮,,NA,伯玉路,四,,NA,,,瓊徑路,,,小徑圓環,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,晨或暮光,村里道路,50,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,撞護欄（樁）,未依規定減速,Y000,YY00,1,3,2013/12/6,伯玉路四段,瓊徑路,,118.3851529,24.44734108,自用 小客車∕ ∕,小客車自用,81∕0∕,未受傷,7L****7代號2029,其他,有適當之駕照,經檢測無酒精反應,汽車左前車頭（身）,未依規定減速∕尚未發現肇事因素∕,未依規定減速∕未依規定減速∕,無業者,其他,本國∕本國∕
10212,10212Y00020014,YYA1,10212YY000018,2013,12,8,8,25,金門縣,金湖鎮,,NA,太湖路,,,NA,,,黃海路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌（附設行人專用號誌）,正常,無分向設施,車道線（附標記）,未繪設快慢車道分隔線,有,穿越道路中,未注意車前狀態,Y000,YY00,1,2,2013/12/8,太湖路,黃海路,,118.413177,24.44068908,自用 小貨車(含客、貨兩用)∕行人 人∕,小貨車自用∕行人∕,48∕59∕,未受傷∕受傷∕,6F****2代號2030,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,汽車前車頭∕非汽（機）車∕,未注意車前狀態∕未依規定行走行人穿越道、地下道、天橋而穿越道路∕,未注意車前狀態∕未注意車前狀態∕,無業者∕無業者∕,購物∕不明∕,本國∕本國∕
10212,10212Y00020015,YYA1,10212YY000019,2013,12,8,10,35,金門縣,金沙鎮,,NA,環島北路,三,,NA,,,高陽路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,60,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YY00,1,2,2013/12/8,環島北路三段,高陽路,,118.3887036,24.46664488,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,49∕38∕,未受傷∕受傷∕,5Q****3代號2031∕PZ****2代號2032∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車前車頭∕機車後車尾∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,技術工∕不明∕,不明∕不明∕,本國∕本國∕
10212,10212Y00020016,YYA1,10212YY000020,2013,12,8,12,20,金門縣,金湖鎮,,NA,環島北路,二,,NA,,,,,,瓊林1963號前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YY00,1,2,2013/12/8,環島北路二段,,金門縣金湖鎮瓊林1963號前路段,118.3537405,24.452631,自用 小貨車(含客、貨兩用)∕普通重型 機車∕,小貨車自用∕機車普通重型∕,53∕20∕,未受傷∕受傷∕,L4****0代號2033∕08****C代號2034∕,其他∕其他∕,無照（已達考照年齡）∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕機車後車尾∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,技術工∕服務工作者∕,業務聯繫∕上、下學∕,本國∕本國∕
10212,10212Y00020017,YYA1,10212YY000021,2013,12,8,15,0,金門縣,金湖鎮,,NA,,,,NA,,,,,,榕園停車場入口前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YY00,1,2,2013/12/8,金門縣金湖鎮榕園停車場入口前路段,,金門縣金湖鎮榕園停車場入口前路段,118.432298,24.443106,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,46∕0∕61,未受傷受傷,25****J代號203525****J代號2035,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應非駕駛人，未檢測,機車右側車身非汽（機）車,未注意車前狀態∕尚未發現肇事因素∕尚未發現肇事因素,未注意車前狀態∕未注意車前狀態∕未注意車前狀態,其他其他,觀光旅遊觀光旅遊,本國∕本國∕本國
10212,10212Y00030004,YY00,10212YY000022,2013,12,9,9,30,金門縣,金湖鎮,,NA,太湖路,三,,NA,,,,,,光華園路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,其他,未注意車前狀態,Y000,YY00,1,3,2013/12/9,太湖路三段,,金門縣金湖鎮光華園路段,118.4317691,24.4347503,自用 小貨車(含客、貨兩用)∕ ∕,小貨車自用,56∕0∕,未受傷,6F****0代號2036,其他,有適當之駕照,經檢測無酒精反應,汽車右前車頭（身）,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,汽車、火車駕駛員及船員,運輸,本國∕本國∕
10212,10212Y00020018,YYA1,10212YY000023,2013,12,10,7,10,金門縣,金湖鎮,,NA,市港路,,,NA,,,,,,往新市圓環路段1447柱路燈附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,陰,日間自然光線,村里道路,50,直路,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,對向擦撞,酒醉（後）駕駛失控,Y000,YY00,1,2,2013/12/10,市港路,,金門縣金湖鎮往新市圓環路段1447柱路燈附近,118.4099121,24.4348324,普通重型 機車∕普通輕型 機車∕,機車普通重型∕機車普通輕型∕,47∕62∕,受傷∕受傷∕,LZ****5代號2037∕WZ****0代號2038∕,其他∕其他∕,越級駕駛∕有適當之駕照∕,經呼氣檢測0.16至0.25mg∕L或血液檢測0.031至0.05∕經檢測無酒精反應∕,機車右側車身∕機車右側車身∕,酒醉（後）駕駛失控∕尚未發現肇事因素∕,酒醉（後）駕駛失控∕酒醉（後）駕駛失控∕,非技術工及體力工∕家庭主婦（夫）∕,上、下班∕購物∕,本國∕本國∕
10212,10212Y00020021,YYA1,10212YY000024,2013,12,10,12,52,金門縣,金沙鎮,,NA,光華路,一,,NA,,,,,,會山寺旁路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YY00,1,2,2013/12/10,光華路一段,,金門縣金沙鎮會山寺旁路口,118.428921,24.4909929,普通重型 機車∕自用 小貨車(含客、貨兩用)∕,機車普通重型∕小貨車自用∕,19∕61∕,受傷∕未受傷∕,31****Y代號2039∕AA*****6代號2040∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車左前車頭（身）∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,大學（研究）生∕其他∕,觀光旅遊∕其他∕,本國∕本國∕
10212,10212Y00020023,YYA1,10212YY000026,2013,12,10,14,59,金門縣,金湖鎮,,NA,市港路,,,NA,33,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,快慢車道分隔線,有,其他,起步未注意其他車（人）安全,Y000,YY00,1,2,2013/12/10,市港路33號,,金門縣金湖鎮,118.4099121,24.4348324,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,37∕17∕,未受傷∕受傷∕,41****7代號2041∕73****G代號2042∕,其他∕其他∕,有適當之駕照∕無照（未達考照年齡）∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左側車身∕機車前車頭∕,起步未注意其他車（人）安全∕未注意車前狀態∕,起步未注意其他車（人）安全∕起步未注意其他車（人）安全∕,技術工∕高中生∕,購物∕購物∕,本國∕本國∕
10212,10212Y00020025,YYA1,10212YY000030,2013,12,13,7,26,金門縣,金湖鎮,,NA,環島北路,二,,NA,,,,,,瓊林圓環,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,圓環,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未依規定讓車,Y000,YY00,1,2,2013/12/13,環島北路二段,,金門縣金湖鎮瓊林圓環,118.3537405,24.452631,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,32∕28∕,未受傷∕受傷∕,02****V代號2043∕3J****6代號2044∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕機車右側車身∕,未依規定讓車∕未注意車前狀態∕,未依規定讓車∕未依規定讓車∕,服務工作者∕服務工作者∕,上、下班∕上、下班∕,本國∕非本國∕
10212,10212Y00020026,YYA1,10212YY000031,2013,12,13,17,10,金門縣,金湖鎮,,NA,瓊徑路,,,NA,,,經武路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,陰,日間自然光線,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,變換車道或方向不當,Y000,YY00,1,2,2013/12/13,瓊徑路,經武路,,118.3880485,24.44342822,自用 小客車∕普通重型 機車∕乘客 人,小客車自用∕機車普通重型∕乘客,57∕27∕29,未受傷∕受傷∕受傷,AA*****7代號2045∕95****M代號2046∕95****M代號2046,其他∕其他∕其他,無照（已達考照年齡）∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕經檢測無酒精反應,汽車右側車身∕機車左側車身∕非汽（機）車,變換車道或方向不當∕尚未發現肇事因素∕尚未發現肇事因素,變換車道或方向不當∕變換車道或方向不當∕變換車道或方向不當,非技術工及體力工∕專業人員∕專業人員,上、下班∕其他∕其他,本國∕本國∕本國
10212,,YYA1,10212YY000038,2013,12,15,17,40,金門縣,金湖鎮,,NA,自強路,,,NA,,,中興路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,夜間（或隧道、地下道、涵洞）無照明,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,不明原因肇事,Y000,YY00,1,4,2013/12/15,自強路,中興路,,118.4154511,24.44068118,自用 小貨車(含客、貨兩用)∕自用 小客車∕,小貨車自用∕小客車自用∕,39∕36∕,未受傷∕未受傷∕,01****X代號1201∕25****S代號2047∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經觀察未飲酒∕經觀察未飲酒∕,汽車右側車身∕汽車左後車尾（身）∕,不明原因肇事∕尚未發現肇事因素∕,不明原因肇事∕不明原因肇事∕,農林漁牧工作者∕家庭主婦（夫）∕,業務聯繫∕購物∕,本國∕本國∕
